arch,IPC,Variant,dseed,pseed,F1 macro (%),F1 weighted (%)
mocov3_vitb,1.0,real_medoids,2024.0,2,61.679949344243056,73.58765098980845
mocov3_vitb,1.0,real_medoids,2024.0,3,60.80542504949258,73.32464040339889
mocov3_vitb,1.0,real_medoids,2024.0,4,60.243937199530876,72.42380576385654
mocov3_vitb,1.0,real_random,7.0,0,42.95378068701553,58.09476474601972
mocov3_vitb,1.0,real_random,7.0,1,44.0006836261186,57.18971555468357
mocov3_vitb,1.0,real_random,7.0,2,43.97672446112536,56.53822940560177
mocov3_vitb,1.0,real_random,7.0,3,42.44092854127025,56.37432820593054
mocov3_vitb,1.0,real_random,7.0,4,43.253712755816885,55.83670076017051
mocov3_vitb,1.0,real_medoids,7.0,0,61.804363297424395,72.9115980022762
mocov3_vitb,1.0,real_medoids,7.0,1,60.18524368118816,72.65516911761608
mocov3_vitb,1.0,real_medoids,7.0,2,61.679949344243056,73.58765098980845
mocov3_vitb,1.0,real_medoids,7.0,3,60.80542504949258,73.32464040339889
mocov3_vitb,1.0,real_medoids,7.0,4,60.243937199530876,72.42380576385654
mocov3_vitb,3.0,real_random,3407.0,0,57.73299839403975,67.93965507457386
mocov3_vitb,3.0,real_random,3407.0,1,56.76136064802575,66.87382502745946
mocov3_vitb,3.0,real_random,3407.0,2,57.792791004293186,66.73348668589828
mocov3_vitb,3.0,real_random,3407.0,3,58.070444775825116,68.01507624593488
mocov3_vitb,3.0,real_random,3407.0,4,58.56604286722856,66.58475187202856
mocov3_vitb,3.0,real_medoids,3407.0,0,62.41169130483766,72.19018855473158
mocov3_vitb,3.0,real_medoids,3407.0,1,63.34475327622182,72.67448450903991
mocov3_vitb,3.0,real_medoids,3407.0,2,62.51807041753772,73.43697322453858
mocov3_vitb,3.0,real_medoids,3407.0,3,64.1757782458108,73.52219563564432
mocov3_vitb,3.0,real_medoids,3407.0,4,63.91970570784403,73.42945779296109
mocov3_vitb,3.0,real_random,42.0,0,59.84999957909238,62.9820540656199
mocov3_vitb,3.0,real_random,42.0,1,57.71380598059219,62.24059422402814
mocov3_vitb,3.0,real_random,42.0,2,58.43321703331619,62.13335160955582
mocov3_vitb,3.0,real_random,42.0,3,58.80449617080525,62.57220486926451
mocov3_vitb,3.0,real_random,42.0,4,58.599415106599714,62.31850555154701
mocov3_vitb,3.0,real_medoids,42.0,0,62.73819714994835,72.16668114025691
mocov3_vitb,3.0,real_medoids,42.0,1,63.41857727124663,72.34839985959646
mocov3_vitb,3.0,real_medoids,42.0,2,62.170049491224134,71.4049414056522
mocov3_vitb,3.0,real_medoids,42.0,3,63.45130336228382,71.31333776200833
mocov3_vitb,3.0,real_medoids,42.0,4,63.27772671064259,72.59542522502554
mocov3_vitb,3.0,real_random,1234.0,0,59.51153776325905,72.25692655572988
mocov3_vitb,3.0,real_random,1234.0,1,60.30973928263017,73.2951939994393
mocov3_vitb,3.0,real_random,1234.0,2,61.764789342330715,73.13107334414747
mocov3_vitb,3.0,real_random,1234.0,3,59.99917947309063,73.06677989987244
mocov3_vitb,3.0,real_random,1234.0,4,59.356028772115955,72.66761443550374
mocov3_vitb,3.0,real_medoids,1234.0,0,63.75148909946661,73.12109100963404
mocov3_vitb,3.0,real_medoids,1234.0,1,63.82233725812796,73.63611867122022
mocov3_vitb,3.0,real_medoids,1234.0,2,63.80374383145181,73.76277779409148
mocov3_vitb,3.0,real_medoids,1234.0,3,63.96262514910559,73.5419556299099
mocov3_vitb,3.0,real_medoids,1234.0,4,63.574920071166595,73.5448380713431
mocov3_vitb,3.0,real_random,2024.0,0,57.045571422308925,64.89621381619031
mocov3_vitb,3.0,real_random,2024.0,1,57.034358368560746,64.68306028295815
mocov3_vitb,3.0,real_random,2024.0,2,56.959644275412934,64.54356371252531
mocov3_vitb,3.0,real_random,2024.0,3,56.61767686832668,61.947178310429784
mocov3_vitb,3.0,real_random,2024.0,4,55.327928875181954,62.76645778257948
mocov3_vitb,3.0,real_medoids,2024.0,0,62.4754784411114,72.83797755492832
mocov3_vitb,3.0,real_medoids,2024.0,1,62.67148666062787,74.10078722862869
mocov3_vitb,3.0,real_medoids,2024.0,2,63.06606463944042,73.6554565606758
mocov3_vitb,3.0,real_medoids,2024.0,3,63.469675195734524,73.28074751409503
mocov3_vitb,3.0,real_medoids,2024.0,4,63.33313367558798,73.56103849003293
mocov3_vitb,3.0,real_random,7.0,0,54.44551102560005,50.13599451488623
mocov3_vitb,3.0,real_random,7.0,1,54.84990931959916,50.276748132844496
mocov3_vitb,3.0,real_random,7.0,2,54.56677693367112,49.637416973415256
mocov3_vitb,3.0,real_random,7.0,3,56.03870005393837,50.57717731839001
mocov3_vitb,3.0,real_random,7.0,4,55.03957284580577,49.11795753374507
mocov3_vitb,3.0,real_medoids,7.0,0,63.22112272812175,73.1810135366029
mocov3_vitb,3.0,real_medoids,7.0,1,63.56317023159872,74.1225142394908
mocov3_vitb,3.0,real_medoids,7.0,2,62.99100045294119,73.2745221525181
mocov3_vitb,3.0,real_medoids,7.0,3,63.3591278153938,72.7462558766756
mocov3_vitb,3.0,real_medoids,7.0,4,62.92936457227154,72.98686922140844
mocov3_vitb,5.0,real_random,3407.0,0,62.032157491781405,72.4199441266806
mocov3_vitb,5.0,real_random,3407.0,1,61.644520424704154,71.72631640920652
mocov3_vitb,5.0,real_random,3407.0,2,61.775629671997656,71.15419597596751
mocov3_vitb,5.0,real_random,3407.0,3,60.67158373216503,71.26082186874214
mocov3_vitb,5.0,real_random,3407.0,4,62.38442598056483,70.50065168118901
mocov3_vitb,5.0,real_medoids,3407.0,0,67.10500817906717,72.77255181249951
mocov3_vitb,5.0,real_medoids,3407.0,1,67.88276838820664,72.09121541387807
mocov3_vitb,5.0,real_medoids,3407.0,2,67.06827700785465,72.41690325460021
mocov3_vitb,5.0,real_medoids,3407.0,3,68.11138140548015,72.34458927542535
mocov3_vitb,5.0,real_medoids,3407.0,4,67.34677614249563,72.29926370555607
mocov3_vitb,5.0,real_random,42.0,0,62.75359387196742,69.57779242382244
mocov3_vitb,5.0,real_random,42.0,1,61.89769668841596,69.96706490099518
mocov3_vitb,5.0,real_random,42.0,2,61.24433966634808,69.17093776776309
mocov3_vitb,5.0,real_random,42.0,3,62.81220897266313,70.74705795827514
mocov3_vitb,5.0,real_random,42.0,4,63.587355015976414,71.39042753518869
mocov3_vitb,5.0,real_medoids,42.0,0,67.48414047481522,74.96144468114491
mocov3_vitb,5.0,real_medoids,42.0,1,68.52881818744565,76.04883670577033
mocov3_vitb,5.0,real_medoids,42.0,2,67.80488781700606,76.16946620789477
mocov3_vitb,5.0,real_medoids,42.0,3,68.8922248501091,75.2336534665024
mocov3_vitb,5.0,real_medoids,42.0,4,68.4950792848429,74.89037577807017
mocov3_vitb,5.0,real_random,1234.0,0,59.87746220453991,67.76460869420167
mocov3_vitb,5.0,real_random,1234.0,1,59.05920580955228,68.55820649900495
mocov3_vitb,5.0,real_random,1234.0,2,58.190821963465645,68.57335380158204
mocov3_vitb,5.0,real_random,1234.0,3,59.298257930945596,68.61592336436247
mocov3_vitb,5.0,real_random,1234.0,4,58.796595865384006,68.30054643997204
mocov3_vitb,5.0,real_medoids,1234.0,0,67.14888087764967,75.18402407446992
mocov3_vitb,5.0,real_medoids,1234.0,1,67.9069347708756,76.02057669630759
mocov3_vitb,5.0,real_medoids,1234.0,2,67.4867162486844,75.95330549298872
mocov3_vitb,5.0,real_medoids,1234.0,3,68.29094340933457,75.11073474708031
mocov3_vitb,5.0,real_medoids,1234.0,4,67.72617348297511,75.11174736247104
mocov3_vitb,5.0,real_random,2024.0,0,61.3099222651872,71.53645947602769
mocov3_vitb,5.0,real_random,2024.0,1,61.93315839108698,71.0164965266796
mocov3_vitb,5.0,real_random,2024.0,2,61.77091176002156,71.99513173979604
mocov3_vitb,5.0,real_random,2024.0,3,60.41654725664686,70.80655461280351
mocov3_vitb,5.0,real_random,2024.0,4,60.678923417993005,70.369182807085
mocov3_vitb,5.0,real_medoids,2024.0,0,67.75600270632832,74.24124082279413
mocov3_vitb,5.0,real_medoids,2024.0,1,67.74928809615123,74.60822517263585
mocov3_vitb,5.0,real_medoids,2024.0,2,66.97484375611641,74.7070767330988
mocov3_vitb,5.0,real_medoids,2024.0,3,68.7684873066879,74.28285926596119
mocov3_vitb,5.0,real_medoids,2024.0,4,67.66062467871792,73.84290668487294
mocov3_vitb,5.0,real_random,7.0,0,59.90169817693084,69.77362241874627
mocov3_vitb,5.0,real_random,7.0,1,62.483643176714885,71.1216185547131
mocov3_vitb,5.0,real_random,7.0,2,63.08170352539146,71.47603509071763
mocov3_vitb,5.0,real_random,7.0,3,62.491772520017044,70.79293995696395
mocov3_vitb,5.0,real_random,7.0,4,60.90017321972654,70.23091526750363
mocov3_vitb,5.0,real_medoids,7.0,0,68.35802336310708,74.6800864013551
mocov3_vitb,5.0,real_medoids,7.0,1,67.50905320617935,74.62385247938163
mocov3_vitb,5.0,real_medoids,7.0,2,68.29104404719166,74.69803462982036
mocov3_vitb,5.0,real_medoids,7.0,3,68.95144282138251,75.0320028567105
mocov3_vitb,5.0,real_medoids,7.0,4,68.10515387258829,74.15827332346342
